entry	type	strength	pos	r1	max_token_score	source_id	source_rows
y avoir de l’orage dans l’air	verbal_phrase	strong idiom	locution verbale	True	0.989208	ls:fr:node:43578	8
y avoir du monde au balcon	verbal_phrase	strong idiom	locution verbale	True	0.993317	ls:fr:node:52859	6
y avoir le feu au lac	verbal_phrase	strong idiom	locution verbale	True	0.999851	ls:fr:node:43106	6
y avoir plus de peur que de mal	verbal_phrase	strong idiom	locution verbale	True	0.999731	ls:fr:node:44626	8
y avoir un cadavre	verbal_phrase	strong idiom	locution verbale	True	0.999758	ls:fr:node:48751	16
y avoir un cheveu dans la soupe	verbal_phrase	strong idiom	locution verbale	True	0.966309	ls:fr:node:45076	5
y avoir à boire et à manger	verbal_phrase	strong idiom	locution verbale	True	0.999788	ls:fr:node:44801	14
yeux dans les yeux	idiom	strong idiom	locution nominale	True	0.997989	ls:fr:node:46153	4
à bas	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.423085	ls:fr:node:54155	2
à belles dents	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998163	ls:fr:node:44006	6
à bord	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.998706	ls:fr:node:49271	2
à bord	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998779	ls:fr:node:40863	2
à boulets rouges	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.99844	ls:fr:node:45691	3
à bride abattue	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997243	ls:fr:node:55280	6
à bureaux fermés	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.619748	ls:fr:node:46911	3
à califourchon	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.988483	ls:fr:node:47312	2
à cause	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997378	ls:fr:node:40465	2
à chaud	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.998554	ls:fr:node:54861	2
à cheval	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.985269	ls:fr:node:47310	6
à chiffre	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.706615	ls:fr:node:38295	2
à concurrence	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998782	ls:fr:node:52172	3
à corps perdu	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997178	ls:fr:node:39774	3
à coucher dehors	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.232146	ls:fr:node:52894	3
à coup sûr	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.99932	ls:fr:node:40583	3
à coups	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.9975	ls:fr:node:40986	6
à coups de balai	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999031	ls:fr:node:43048	4
à coups de pied	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999867	ls:fr:node:41202	4
à court terme	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998186	ls:fr:node:44461	3
à crever	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.981901	ls:fr:node:49484	6
à croquer	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998288	ls:fr:node:49106	8
à côté de la plaque	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999996	ls:fr:node:54043	5
à côté de ses pompes	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999719	ls:fr:node:55648	5
à cœur ouvert	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997908	ls:fr:node:47320	6
à deux doigts	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.993839	ls:fr:node:48620	3
à deux pas	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998989	ls:fr:node:48616	3
à dormir debout	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999268	ls:fr:node:44248	6
à dos	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.997854	ls:fr:node:44485	4
à droite	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.999228	ls:fr:node:34214	4
à droite et à gauche	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999907	ls:fr:node:54298	10
à décorner les bœufs	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.991719	ls:fr:node:45069	4
à décorner les cocus	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.991166	ls:fr:node:45070	4
à eau	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.998574	ls:fr:node:55633	6
à essence	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.998675	ls:fr:node:55641	6
à faire peur	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.989472	ls:fr:node:51512	3
à fleur de peau	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999981	ls:fr:node:52725	12
à fleur de peau	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.999765	ls:fr:node:52722	4
à fond	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.994344	ls:fr:node:42016	6
à fond de train	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.744499	ls:fr:node:42599	8
à fond la caisse	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997088	ls:fr:node:47927	4
à fond les ballons	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.983741	ls:fr:node:47929	4
à fond les manettes	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.950716	ls:fr:node:47928	4
à froid	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.997915	ls:fr:node:54859	4
à froid	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.547394	ls:fr:node:54860	2
à gauche	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.998621	ls:fr:node:34216	4
à gorge déployée	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998514	ls:fr:node:43224	3
à grandes enjambées	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.672733	ls:fr:node:42748	3
à gros flocons	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.986789	ls:fr:node:55462	12
à gué	prepositional_phrase	semi-idiom	locution prépositionnelle	False	2.91059e-05	ls:fr:node:50741	4
à huile	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.936599	ls:fr:node:55638	2
à hurler	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.856226	ls:fr:node:49111	2
à jouer	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.997086	ls:fr:node:53701	4
à la bonne franquette	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998814	ls:fr:node:52764	4
à la bouche	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.998727	ls:fr:node:40167	3
à la chien	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.98153	ls:fr:node:43885	3
à la cloche de bois	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.991065	ls:fr:node:54081	10
à la diable	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.988551	ls:fr:node:55115	9
à la dure	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999218	ls:fr:node:48174	3
à la figure	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999464	ls:fr:node:45767	15
à la fois	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999912	ls:fr:node:46783	3
à la guise	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.99974	ls:fr:node:54443	3
à la hâte	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.998379	ls:fr:node:50351	3
à la limite	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.99626	ls:fr:node:52960	3
à la longue	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.993253	ls:fr:node:46977	3
à la main	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.99934	ls:fr:node:44184	6
à la mode	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.998226	ls:fr:node:45881	3
à la neige	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.99926	ls:fr:node:54333	12
à la pièce	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.915545	ls:fr:node:47373	3
à la pédale	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.982363	ls:fr:node:42959	9
à la rame	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.999717	ls:fr:node:42597	3
à la ressemblance	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998996	ls:fr:node:45197	6
à la rigueur	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.984642	ls:fr:node:48131	3
à la Titus	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.995416	ls:fr:node:44409	6
à la turque	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.987767	ls:fr:node:49105	3
à la va-vite	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999928	ls:fr:node:52673	4
à la voile	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.998672	ls:fr:node:42596	3
à la volée	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.994626	ls:fr:node:49041	6
à lier	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.982027	ls:fr:node:52606	2
à long terme	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.996829	ls:fr:node:44460	6
à longueur	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999913	ls:fr:node:46765	2
à l’abri	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.99867	ls:fr:node:50322	9
à l’abri	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.99925	ls:fr:node:54638	9
à l’aide	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.993088	ls:fr:node:40672	3
à l’air	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.936444	ls:fr:node:41235	3
à l’aise	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997653	ls:fr:node:53086	3
à l’amiable	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.999392	ls:fr:node:55377	6
à l’anglaise	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.99312	ls:fr:node:52304	3
à l’arrière-plan	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.973861	ls:fr:node:30449	24
à l’as	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.128835	ls:fr:node:54553	3
à l’aveuglette	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998801	ls:fr:node:51910	6
à l’eau	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.995748	ls:fr:node:43558	6
à l’eau	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997063	ls:fr:node:53219	3
à l’eau	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.993364	ls:fr:node:55731	9
à l’emporte-pièce	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.99943	ls:fr:node:47011	4
à l’endroit	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.989548	ls:fr:node:46729	3
à l’envers	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.988989	ls:fr:node:46730	3
à l’envers	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.989964	ls:fr:node:50323	3
à l’exception	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.994693	ls:fr:node:50331	3
à l’extérieur	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.998423	ls:fr:node:35194	6
à l’heure	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.988106	ls:fr:node:53535	3
à l’heure	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.881403	ls:fr:node:51484	6
à l’intérieur	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.9948	ls:fr:node:35089	6
à l’ordre	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.997391	ls:fr:node:46437	4
à l’ouest	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997811	ls:fr:node:51466	3
à l’écart	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.999177	ls:fr:node:55902	15
à l’égard	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999233	ls:fr:node:35056	3
à l’époque	prepositional_phrase	strong idiom	locution prépositionnelle	False	0.226289	ls:fr:node:47999	3
à manger du foin	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.887996	ls:fr:node:44770	4
à merveille	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.993703	ls:fr:node:39659	2
à mi-voix	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.998567	ls:fr:node:43809	3
à mort	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.948929	ls:fr:node:54040	6
à nouveau	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.706965	ls:fr:node:44465	2
à part	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.85691	ls:fr:node:49447	2
à partir	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.980994	ls:fr:node:33485	2
à peine	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997433	ls:fr:node:44744	2
à perdre haleine	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997438	ls:fr:node:45203	6
à perte de vue	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999994	ls:fr:node:43651	8
à petit feu	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.996043	ls:fr:node:46419	3
à peu près	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998189	ls:fr:node:35147	6
à pied	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.989047	ls:fr:node:39944	4
à pinces	prepositional_phrase	strong idiom	locution prépositionnelle	False	0.079585	ls:fr:node:49740	2
à plaindre	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.998262	ls:fr:node:52752	2
à plat ventre	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.998892	ls:fr:node:51142	3
à plein régime	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998168	ls:fr:node:39686	3
à pleine gorge	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.778127	ls:fr:node:43225	3
à pleine voix	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.988588	ls:fr:node:43843	6
à pleines dents	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998767	ls:fr:node:44010	6
à pleins poumons	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.994947	ls:fr:node:43807	6
à pleurer	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.822844	ls:fr:node:49108	2
à poil	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.996816	ls:fr:node:37138	6
à poings fermés	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.957406	ls:fr:node:48033	3
à point	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.98672	ls:fr:node:49366	2
à propos	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.99893	ls:fr:node:26163	8
à proximité	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.999459	ls:fr:node:48614	4
à présent	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.936195	ls:fr:node:37686	2
à quatre pattes	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.995741	ls:fr:node:50353	3
à qui mieux mieux	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.996586	ls:fr:node:52608	4
À quoi ça ressemble ?	idiom	strong idiom	locution phrastique	True	0.998037	ls:fr:node:46721	4
à rallonge	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.981015	ls:fr:node:44199	2
à ras bord	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.987203	ls:fr:node:50352	6
à ravir	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.984757	ls:fr:node:40817	2
à ressusciter les morts	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.831502	ls:fr:node:41501	4
à réaction	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.997545	ls:fr:node:55512	4
à sa faim	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.998212	ls:fr:node:44918	3
à satiété	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.96632	ls:fr:node:44919	2
à se faire péter la panse	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.994244	ls:fr:node:44888	12
à se faire péter la sous-ventrière	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.994606	ls:fr:node:46293	7
à se rouler par terre	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997785	ls:fr:node:49112	5
à sec	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.988764	ls:fr:node:42463	10
à sec	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.662806	ls:fr:node:47875	2
à ses risques et périls	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999538	ls:fr:node:44977	8
à son corps défendant	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998646	ls:fr:node:39773	4
à table	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.999159	ls:fr:node:43361	16
